day_month,y2020,y2019,y2018,y2017
2020-01-24,94,128,149,239
2020-01-23,90,120,160,149
2020-01-22,163,59,196,199
2020-01-21,196,175,152,152
2020-01-20,129,401,167,115
2020-01-19,120,295,293,127
2020-01-18,123,230,312,154
2020-01-17,96,404,217,111
2020-01-16,123,270,129,147
2020-01-15,117,122,176,181
2020-01-14,109,105,161,215
2020-01-13,187,246,210,279
2020-01-12,190,365,158,249
2020-01-11,132,282,146,146
2020-01-10,120,153,167,118
2020-01-09,90,141,209,128
2020-01-08,100,141,146,120
2020-01-07,112,159,177,110
2020-01-06,141,141,219,149
2020-01-05,159,266,200,167
2020-01-04,194,220,226,175
2020-01-03,187,421,192,192
2020-01-02,305,405,318,256
2020-01-01,342,354,302,164
